din_instante;id_subsistema_origem;nom_subsistema_origem;id_subsistema_destino;nom_subsistema_destino;val_intercambiomwmed
2024-01-04 03:00:00;N;NORTE;NE;NORDESTE;3179.199
2024-01-04 03:00:00;N;NORTE;SE;SUDESTE;-4286.207
2024-01-04 03:00:00;NE;NORDESTE;SE;SUDESTE;-3047.135
2024-01-04 03:00:00;SE;SUDESTE;S;SUL;-5337.397
2024-01-04 04:00:00;N;NORTE;NE;NORDESTE;3315.431
2024-01-04 04:00:00;N;NORTE;SE;SUDESTE;-4298.734
2024-01-04 04:00:00;NE;NORDESTE;SE;SUDESTE;-3148.245
2024-01-04 04:00:00;SE;SUDESTE;S;SUL;-5541.082
2024-01-04 05:00:00;N;NORTE;NE;NORDESTE;3087.36499999
2024-01-04 05:00:00;N;NORTE;SE;SUDESTE;-4073.855
2024-01-04 05:00:00;NE;NORDESTE;SE;SUDESTE;-2790.943
2024-01-04 05:00:00;SE;SUDESTE;S;SUL;-5607.459
2024-01-04 06:00:00;N;NORTE;NE;NORDESTE;2510.129
2024-01-04 06:00:00;N;NORTE;SE;SUDESTE;-3356.896
2024-01-04 06:00:00;NE;NORDESTE;SE;SUDESTE;-2273.927
2024-01-04 06:00:00;SE;SUDESTE;S;SUL;-5413.406
2024-01-04 07:00:00;N;NORTE;NE;NORDESTE;1755.707
2024-01-04 07:00:00;N;NORTE;SE;SUDESTE;-2378.458
2024-01-04 07:00:00;NE;NORDESTE;SE;SUDESTE;-1264.104
2024-01-04 07:00:00;SE;SUDESTE;S;SUL;-5051.394
2024-01-04 08:00:00;N;NORTE;NE;NORDESTE;921.341
2024-01-04 08:00:00;N;NORTE;SE;SUDESTE;-1607.229
2024-01-04 08:00:00;NE;NORDESTE;SE;SUDESTE;-761.07
2024-01-04 08:00:00;SE;SUDESTE;S;SUL;-4889.805
2024-01-04 09:00:00;N;NORTE;NE;NORDESTE;374.091
2024-01-04 09:00:00;N;NORTE;SE;SUDESTE;-1232.621
2024-01-04 09:00:00;NE;NORDESTE;SE;SUDESTE;-418.337
2024-01-04 09:00:00;SE;SUDESTE;S;SUL;-4391.814
2024-01-04 10:00:00;N;NORTE;NE;NORDESTE;176.798
2024-01-04 10:00:00;N;NORTE;SE;SUDESTE;-926.658
2024-01-04 10:00:00;NE;NORDESTE;SE;SUDESTE;120.186
2024-01-04 10:00:00;SE;SUDESTE;S;SUL;-3403.364
2024-01-04 11:00:00;N;NORTE;NE;NORDESTE;-285.947
2024-01-04 11:00:00;N;NORTE;SE;SUDESTE;-518.652
2024-01-04 11:00:00;NE;NORDESTE;SE;SUDESTE;455.749
2024-01-04 11:00:00;SE;SUDESTE;S;SUL;-1917.129
2024-01-04 12:00:00;N;NORTE;NE;NORDESTE;-487.359
2024-01-04 12:00:00;N;NORTE;SE;SUDESTE;-165.237
2024-01-04 12:00:00;NE;NORDESTE;SE;SUDESTE;892.945
2024-01-04 12:00:00;SE;SUDESTE;S;SUL;-1226.43599999
2024-01-04 13:00:00;N;NORTE;NE;NORDESTE;-414.344
2024-01-04 13:00:00;N;NORTE;SE;SUDESTE;-400.05
2024-01-04 13:00:00;NE;NORDESTE;SE;SUDESTE;589.033
2024-01-04 13:00:00;SE;SUDESTE;S;SUL;-2496.13299999
2024-01-04 14:00:00;N;NORTE;NE;NORDESTE;-256.229
